,Name,Age,Birthday,Height,Weight,Rank,Country Represent,Year Turned Pro,Wins,Losses,Handed,Backhand Style,Number of Coaches
2172,Donald Young,21,1996.07.04,185,180.0,120,"Los Angeles, CA, USA",2014.0,11,19,Right-Handed,Two-Handed Backhand,1
2173,Benoit Paire,32,1985.01.02,183,183.0,5,"Medjugorje, Bosnia-Herzegovina",2004.0,218,151,Right-Handed,Two-Handed Backhand,1
2174,Stan Wawrinka,18,1999.02.17,180,152.0,208,"Sydney, Australia",2015.0,2,5,Right-Handed,Two-Handed Backhand,1
2175,Horacio Zeballos,29,1987.12.26,183,159.0,74,"Volgograd, Russia",2006.0,117,151,Right-Handed,Two-Handed Backhand,1
2176,Kei Nishikori,32,1985.01.02,183,183.0,5,"Medjugorje, Bosnia-Herzegovina",2004.0,218,151,Right-Handed,Two-Handed Backhand,1
2177,Kevin Anderson,25,1992.05.07,185,185.0,47,"Shreveport, LA, USA",2007.0,93,129,Right-Handed,One-Handed Backhand,2
2178,Milos Raonic,22,1995.09.27,170,141.0,166,"Mie, Japan",2014.0,22,27,Left-Handed,Two-Handed Backhand,1
2179,Viktor Troicki,33,1984.09.05,178,160.0,150,"Kanagawa, Japan",2003.0,53,87,Right-Handed,Two-Handed Backhand,1
2180,Roger Federer,21,1996.10.09,188,165.0,54,"Providence, RI, USA",2014.0,32,44,Right-Handed,Two-Handed Backhand,1
2181,Frances Tiafoe,33,1984.03.18,193,180.0,22,"Denver, CO, USA",2004.0,214,193,Right-Handed,Two-Handed Backhand,2
2182,Rafael Nadal,19,1998.01.20,188,170.0,79,"Hyattsville, MD, USA",2015.0,9,29,Right-Handed,Two-Handed Backhand,2
2183,Dudi Sela,24,1993.08.11,188,181.0,228,"Williamstown, Australia",,2,3,Right-Handed,Two-Handed Backhand,0
2184,Borna Coric,29,1987.12.30,175,160.0,130,"Milwaukee, WI, USA",2006.0,36,70,Right-Handed,Two-Handed Backhand,0
2185,Dominic Thiem,24,1993.07.19,183,175.0,111,"Pittsburgh, PA, USA",2012.0,14,22,Right-Handed,Two-Handed Backhand,1
2186,Jeremy Chardy,28,1989.01.24,188,185.0,221,"Townsville, Australia",2012.0,5,15,Left-Handed,Two-Handed Backhand,1
2187,Marin Cilic,19,1998.02.01,183,174.0,167,"Skopje, Macedonia",2013.0,5,15,Right-Handed,Two-Handed Backhand,2
2188,David Goffin,21,1996.07.04,185,180.0,120,"Los Angeles, CA, USA",2014.0,11,19,Right-Handed,Two-Handed Backhand,1
2189,Darian King,31,1986.05.21,178,168.0,234,"Lubeck, Germany",2004.0,63,102,Right-Handed,Two-Handed Backhand,2
2190,Guido Pella,29,1988.04.14,183,168.0,20,"Castellon de la Plana, Spain",2005.0,212,130,Right-Handed,Two-Handed Backhand,2
2191,Grigor Dimitrov,21,1996.02.11,198,179.0,65,"Moscow, Russia",2014.0,29,31,Right-Handed,One-Handed Backhand,2
2192,Tomas Berdych,29,1988.04.14,183,168.0,20,"Castellon de la Plana, Spain",2005.0,212,130,Right-Handed,Two-Handed Backhand,2
2193,Andrey Rublev,28,1989.05.08,196,176.0,41,"Avignon, France",2007.0,153,169,Right-Handed,One-Handed Backhand,1
2194,Donald Young,21,1996.02.11,198,179.0,65,"Moscow, Russia",2014.0,29,31,Right-Handed,One-Handed Backhand,2
2195,Lucas Pouille,32,1985.04.04,175,144.0,67,"Kiryat Shmonna, Israel",2002.0,136,184,Right-Handed,Two-Handed Backhand,1
2196,Nick Kyrgios,29,1988.04.14,183,168.0,20,"Castellon de la Plana, Spain",2005.0,212,130,Right-Handed,Two-Handed Backhand,2
2197,Damir Dzumhur,35,1982.06.25,183,160.0,84,"Moscow, Russia",1999.0,492,398,Right-Handed,Two-Handed Backhand,1
2198,Jack Sock,32,1985.04.04,175,144.0,67,"Kiryat Shmonna, Israel",2002.0,136,184,Right-Handed,Two-Handed Backhand,1
2199,Yoshihito Nishioka,29,1988.01.17,188,177.0,23,"Barcelona, Spain",2007.0,157,178,Left-Handed,Two-Handed Backhand,2
2200,Roberto Bautista Agut,28,1989.05.08,196,176.0,41,"Avignon, France",2007.0,153,169,Right-Handed,Two-Handed Backhand,1
2201,Mikhail Kukushkin,28,1989.07.18,183,159.0,49,"Ljubljana, Slovenia",2008.0,70,87,Right-Handed,Two-Handed Backhand,1
2202,Federico Delbonis,21,1996.02.11,198,179.0,65,"Moscow, Russia",2014.0,29,31,Right-Handed,Two-Handed Backhand,2
2203,Pablo Carreno Busta,25,1992.11.04,183,181.0,165,"Bratislava, Slovakia",,7,15,Right-Handed,One-Handed Backhand,1
2204,Alexander Zverev,25,1992.11.04,183,181.0,165,"Bratislava, Slovakia",,7,15,Right-Handed,Two-Handed Backhand,1
2205,Yen-Hsun Lu,29,1988.09.28,198,196.0,6,"Medjugorje, Bosnia-Herzegovina",2005.0,435,232,Right-Handed,One-Handed Backhand,2
2206,Ivo Karlovic,29,1988.04.14,183,168.0,20,"Castellon de la Plana, Spain",2005.0,212,130,Right-Handed,Two-Handed Backhand,2
2207,Andrey Kuznetsov,33,1984.02.05,178,161.0,90,"Sao Paulo, Brazil",2003.0,19,23,Right-Handed,Two-Handed Backhand,2
2208,John Isner,29,1988.01.17,188,177.0,23,"Barcelona, Spain",2007.0,157,178,Left-Handed,Two-Handed Backhand,2
2209,Thomaz Bellucci,33,1984.03.13,178,169.0,77,"Liege, Belgium",2003.0,111,121,Right-Handed,Two-Handed Backhand,1
2210,Jiri Vesely,28,1989.07.18,183,159.0,49,"Ljubljana, Slovenia",2008.0,70,87,Right-Handed,One-Handed Backhand,1
2211,Albert Ramos-Vinolas,28,1989.07.11,191,176.0,143,"Bratislava, Slovakia",2007.0,117,122,Left-Handed,Two-Handed Backhand,1
2212,Jan-Lennard Struff,28,1989.05.08,196,176.0,41,"Avignon, France",2007.0,153,169,Right-Handed,Two-Handed Backhand,1
2213,Gilles Simon,25,1992.07.04,183,170.0,116,"New Delhi, India",2008.0,22,19,Right-Handed,Two-Handed Backhand,1
2214,Benoit Paire,35,1982.06.25,183,160.0,84,"Moscow, Russia",1999.0,492,398,Right-Handed,One-Handed Backhand,1
2215,Pablo Cuevas,25,1992.03.15,180,160.0,146,"Rosario, Argentina",2009.0,20,28,Right-Handed,Two-Handed Backhand,3
2216,Sam Querrey,21,1996.02.11,198,179.0,65,"Moscow, Russia",2014.0,29,31,Right-Handed,Two-Handed Backhand,2
2217,Tommy Robredo,34,1983.08.14,180,163.0,71,"Taipei, Chinese Taipei",2001.0,161,222,Right-Handed,Two-Handed Backhand,1
2218,Nicolas Mahut,32,1985.04.04,175,144.0,67,"Kiryat Shmonna, Israel",2002.0,136,184,Right-Handed,Two-Handed Backhand,1
2219,Steve Johnson,21,1996.05.19,188,192.0,58,"Suwon, South Korea",2014.0,51,43,Right-Handed,Two-Handed Backhand,1
2220,Gilles Muller,28,1989.05.08,196,176.0,41,"Avignon, France",2007.0,153,169,Right-Handed,One-Handed Backhand,1
2221,Andreas Seppi,32,1985.02.23,191,176.0,275,"Moscow, Russia",2004.0,10,28,Right-Handed,Two-Handed Backhand,1
2222,Fernando Verdasco,21,1996.05.19,188,192.0,58,"Suwon, South Korea",2014.0,51,43,Right-Handed,Two-Handed Backhand,1
2223,Ernesto Escobedo,21,1996.11.14,185,174.0,48,"Zagreb, Croatia",2013.0,79,86,Right-Handed,Two-Handed Backhand,0
2224,Philipp Kohlschreiber,35,1982.06.25,183,160.0,84,"Moscow, Russia",1999.0,492,398,Right-Handed,Two-Handed Backhand,1
2225,Taylor Fritz,30,1987.10.19,193,187.0,471,"Vuyyuru, India",2012.0,5,5,Right-Handed,One-Handed Backhand,0
2226,Diego Schwartzman,34,1983.08.14,180,163.0,71,"Taipei, Chinese Taipei",2001.0,161,222,Right-Handed,Two-Handed Backhand,1
2227,David Ferrer,28,1989.11.11,175,152.0,87,"Chisinau, Moldova",2008.0,30,42,Right-Handed,Two-Handed Backhand,1
2228,Jared Donaldson,28,1989.07.18,183,159.0,49,"Ljubljana, Slovenia",2008.0,70,87,Right-Handed,One-Handed Backhand,1
2229,Mischa Zverev,34,1983.06.04,185,176.0,70,"La Roda (Albacete), Spain",2002.0,275,321,Right-Handed,Two-Handed Backhand,1
2230,Juan Martin del Potro,25,1992.07.04,183,170.0,116,"New Delhi, India",2008.0,22,19,Right-Handed,One-Handed Backhand,1
2231,Robin Haase,23,1994.11.08,188,169.0,137,"Chennai, India",,12,13,Right-Handed,One-Handed Backhand,2
2232,Fabio Fognini,33,1984.03.13,178,169.0,77,"Liege, Belgium",2003.0,111,121,Right-Handed,Two-Handed Backhand,1
2233,Joao Sousa,28,1988.12.24,183,176.0,32,"Zagreb, Croatia",2006.0,38,38,Right-Handed,Two-Handed Backhand,1
2234,Malek Jaziri,33,1984.02.05,178,161.0,90,"Sao Paulo, Brazil",2003.0,19,23,Right-Handed,Two-Handed Backhand,2
2235,Feliciano Lopez,27,1990.06.30,183,172.0,75,"Belgrade, Serbia",2007.0,75,99,Right-Handed,Two-Handed Backhand,1
2236,Adrian Mannarino,25,1992.11.04,183,181.0,165,"Bratislava, Slovakia",,7,15,Right-Handed,Two-Handed Backhand,1
2237,Paolo Lorenzi,27,1990.11.24,183,168.0,115,"Lourinhã, Portugal",2008.0,28,47,Right-Handed,Two-Handed Backhand,1
2238,Kevin Anderson,21,1996.02.11,198,179.0,65,"Moscow, Russia",2014.0,29,31,Right-Handed,One-Handed Backhand,2
2239,Dusan Lajovic,23,1994.05.31,183,172.0,124,"Fortaleza, Brazil",2011.0,19,31,Left-Handed,Two-Handed Backhand,2
2240,Thomaz Bellucci,25,1992.03.15,180,160.0,146,"Rosario, Argentina",2009.0,20,28,Right-Handed,Two-Handed Backhand,3
2241,Stephane Robert,18,1998.12.22,183,170.0,141,"Oslo, Norway",2015.0,9,12,Right-Handed,Two-Handed Backhand,1
2242,Jeremy Chardy,32,1985.04.04,175,144.0,67,"Kiryat Shmonna, Israel",2002.0,136,184,Right-Handed,Two-Handed Backhand,1
2243,Facundo Bagnis,25,1992.05.20,175,154.0,30,"Sarajevo, Bosnia-Herzegovina",2011.0,76,66,Right-Handed,One-Handed Backhand,1
2244,Borna Coric,21,1996.05.19,188,192.0,58,"Suwon, South Korea",2014.0,51,43,Right-Handed,Two-Handed Backhand,1
2245,Marcel Granollers,36,1981.05.22,183,178.0,189,"Vienna, Austria",1999.0,348,334,Left-Handed,Two-Handed Backhand,1
2246,Federico Delbonis,25,1992.07.04,183,170.0,116,"New Delhi, India",2008.0,22,19,Right-Handed,Two-Handed Backhand,1
2247,Juan Monaco,25,1992.08.16,178,165.0,95,"Merlo, Argentina",2009.0,11,15,Right-Handed,Two-Handed Backhand,2
2248,Jared Donaldson,25,1992.11.04,183,181.0,165,"Bratislava, Slovakia",,7,15,Right-Handed,Two-Handed Backhand,1
2249,Kyle Edmund,28,1989.11.12,188,176.0,256,"Chennai, India",,1,1,Left-Handed,Two-Handed Backhand,1
2250,Damir Dzumhur,28,1988.12.24,183,176.0,32,"Zagreb, Croatia",2006.0,38,38,Right-Handed,One-Handed Backhand,1
2251,Hyeon Chung,27,1990.01.31,180,172.0,222,"Santiago del Estero, Argentina",2008.0,5,8,Right-Handed,Two-Handed Backhand,2
2252,Ernesto Escobedo,21,1996.05.19,188,192.0,58,"Suwon, South Korea",2014.0,51,43,Right-Handed,Two-Handed Backhand,1
2253,Daniel Evans,29,1988.07.12,185,174.0,345,"Belgrade, Serbia",,1,2,Right-Handed,Two-Handed Backhand,1
2254,Fabio Fognini,25,1992.08.16,178,165.0,95,"Merlo, Argentina",2009.0,11,15,Right-Handed,Two-Handed Backhand,2
2255,Ryan Harrison,20,1997.01.14,185,168.0,418,"Chennai, India",,0,0,Right-Handed,Two-Handed Backhand,1
2256,Taylor Fritz,25,1992.11.04,183,181.0,165,"Bratislava, Slovakia",,7,15,Right-Handed,Two-Handed Backhand,1
2257,Adam Pavlasek,30,1987.09.20,198,212.0,290,"Sibenik, Croatia",,6,18,Right-Handed,none,1
2258,Robin Haase,27,1990.01.31,180,172.0,222,"Santiago del Estero, Argentina",2008.0,5,8,Right-Handed,Two-Handed Backhand,2
2259,Mikael Ymer,26,1991.01.11,173,150.0,340,"Cernusco sul Naviglio, Italy",,0,1,Right-Handed,Two-Handed Backhand,1
2260,Malek Jaziri,36,1981.05.22,183,178.0,189,"Vienna, Austria",1999.0,348,334,Left-Handed,Two-Handed Backhand,1
2261,Alexandr Dolgopolov,26,1991.03.17,0,,303,,,1,6,none,One-Handed Backhand,0
2262,Darian King,28,1989.11.12,188,176.0,256,"Chennai, India",,1,1,Left-Handed,Two-Handed Backhand,1
2263,Lukas Lacko,27,1990.10.16,170,143.0,343,"Tokyo, Japan",,2,9,Right-Handed,One-Handed Backhand,1
2264,Mikhail Kukushkin,28,1988.12.24,183,176.0,32,"Zagreb, Croatia",2006.0,38,38,Right-Handed,Two-Handed Backhand,1
2265,Mikhail Youzhny,25,1992.03.05,180,185.0,253,"Faenza, Italy",2009.0,2,4,Right-Handed,Two-Handed Backhand,1
2266,Andrey Kuznetsov,25,1992.07.04,183,170.0,116,"New Delhi, India",2008.0,22,19,Right-Handed,Two-Handed Backhand,1
2267,Denis Istomin,25,1992.09.30,185,172.0,110,"Palermo, Italy",2010.0,4,23,Right-Handed,Two-Handed Backhand,1
2268,Yen-Hsun Lu,30,1987.05.22,188,170.0,12,"Belgrade, Serbia",2003.0,783,163,Right-Handed,Two-Handed Backhand,1
2269,Casper Ruud,30,1987.05.15,191,185.0,16,"Glasgow, Scotland",2005.0,655,184,Right-Handed,Two-Handed Backhand,1
2270,Nicolas Mahut,30,1987.05.15,191,185.0,16,"Glasgow, Scotland",2005.0,655,184,Right-Handed,Two-Handed Backhand,1
2271,Michael Mmoh,32,1985.09.17,196,200.0,19,"Valasske Mezirici, CZE",2002.0,616,321,Right-Handed,One-Handed Backhand,1
2272,Adrian Mannarino,30,1987.05.22,188,170.0,12,"Belgrade, Serbia",2003.0,783,163,Right-Handed,Two-Handed Backhand,1
2273,Benjamin Becker,34,1983.11.15,185,192.0,35,"Madrid, Spain",2001.0,487,361,Left-Handed,Two-Handed Backhand,1
2274,Yoshihito Nishioka,30,1987.05.15,191,185.0,16,"Glasgow, Scotland",2005.0,655,184,Right-Handed,Two-Handed Backhand,1
2275,Jordan Thompson,32,1985.08.21,183,190.0,151,"Murcia, Spain",2003.0,397,277,Right-Handed,Two-Handed Backhand,0
2276,Benoit Paire,30,1987.05.22,188,170.0,12,"Belgrade, Serbia",2003.0,783,163,Right-Handed,Two-Handed Backhand,1
2277,Martin Klizan,39,1978.11.27,185,167.0,349,"Karvina, Czech Republic",1996.0,384,302,Right-Handed,One-Handed Backhand,1
2278,Guido Pella,32,1985.09.17,196,200.0,19,"Valasske Mezirici, CZE",2002.0,616,321,Right-Handed,Two-Handed Backhand,1
2279,Tim Smyczek,32,1985.04.17,188,200.0,15,"Le Mans, France",2004.0,426,195,Right-Handed,Two-Handed Backhand,1
2280,Tommy Robredo,34,1983.11.15,185,192.0,35,"Madrid, Spain",2001.0,487,361,Left-Handed,Two-Handed Backhand,1
2281,Nikoloz Basilashvili,38,1979.02.28,211,230.0,80,"Zagreb, Croatia",2000.0,346,307,Right-Handed,One-Handed Backhand,1
2282,Andrey Rublev,30,1987.05.15,191,185.0,16,"Glasgow, Scotland",2005.0,655,184,Right-Handed,Two-Handed Backhand,1
2283,Florian Mayer,27,1990.07.13,188,176.0,101,"Vienna, Austria",2007.0,16,28,Left-Handed,Two-Handed Backhand,3
2284,Diego Schwartzman,30,1987.05.22,188,170.0,12,"Belgrade, Serbia",2003.0,783,163,Right-Handed,Two-Handed Backhand,1
2285,Karen Khachanov,32,1985.04.27,188,183.0,66,"Mar del Plata, Argentina",2003.0,80,119,Left-Handed,Two-Handed Backhand,2
2286,Dudi Sela,32,1985.09.17,196,200.0,19,"Valasske Mezirici, CZE",2002.0,616,321,Right-Handed,Two-Handed Backhand,1
2287,Christian Harrison,24,1993.07.10,198,203.0,62,"Pribram, Czech Republic",2009.0,85,102,Left-Handed,Two-Handed Backhand,1
2288,Andreas Seppi,34,1983.11.15,185,192.0,35,"Madrid, Spain",2001.0,487,361,Left-Handed,One-Handed Backhand,1
2289,Radu Albot,26,1990.12.07,180,150.0,7,"Rocourt, Belgium",2009.0,201,128,Right-Handed,Two-Handed Backhand,1
2290,Jan-Lennard Struff,32,1985.04.17,188,200.0,15,"Le Mans, France",2004.0,426,195,Right-Handed,One-Handed Backhand,1
2291,Aljaz Bedene,32,1984.12.08,196,172.0,125,"Celle, Germany",2002.0,60,93,Right-Handed,One-Handed Backhand,0
2292,Frances Tiafoe,38,1979.02.28,211,230.0,80,"Zagreb, Croatia",2000.0,346,307,Right-Handed,Two-Handed Backhand,1
2293,Konstantin Kravchuk,21,1996.05.21,198,194.0,45,"Moscow, Russia",2013.0,43,46,Right-Handed,Two-Handed Backhand,0
2294,Viktor Troicki,32,1985.08.21,183,190.0,151,"Murcia, Spain",2003.0,397,277,Right-Handed,Two-Handed Backhand,0
2295,Thiago Monteiro,34,1983.10.16,178,154.0,29,"Augsburg, Germany",2001.0,423,322,Right-Handed,Two-Handed Backhand,1
2296,Jiri Vesely,39,1978.11.27,185,167.0,349,"Karvina, Czech Republic",1996.0,384,302,Right-Handed,Two-Handed Backhand,1
2297,Tommy Haas,25,1992.03.27,183,161.0,178,"Uccle, Belgium",2010.0,3,6,Right-Handed,Two-Handed Backhand,1
2298,Donald Young,30,1987.05.15,191,185.0,16,"Glasgow, Scotland",2005.0,655,184,Right-Handed,Two-Handed Backhand,1
2299,Dustin Brown,30,1987.02.12,188,165.0,78,"Pau, France",2005.0,224,230,Right-Handed,Two-Handed Backhand,2
2300,Horacio Zeballos,30,1987.05.22,188,170.0,12,"Belgrade, Serbia",2003.0,783,163,Right-Handed,Two-Handed Backhand,1
2301,Gastao Elias,27,1990.04.25,196,192.0,53,"Warstein, Germany",2009.0,65,92,Right-Handed,Two-Handed Backhand,1
2302,Benjamin Becker,32,1985.09.17,196,200.0,19,"Valasske Mezirici, CZE",2002.0,616,321,Right-Handed,Two-Handed Backhand,1
2303,Mikhail Youzhny,27,1990.05.30,185,180.0,155,"La Spezia, Italy",2008.0,10,16,Left-Handed,Two-Handed Backhand,1
2304,Christian Harrison,26,1990.12.07,180,150.0,7,"Rocourt, Belgium",2009.0,201,128,Right-Handed,One-Handed Backhand,1
2305,Rogerio Dutra Silva,30,1987.04.06,191,157.0,42,"The Hague, The Netherlands",2005.0,190,216,Right-Handed,Two-Handed Backhand,1
2306,Frances Tiafoe,32,1985.04.17,188,200.0,15,"Le Mans, France",2004.0,426,195,Right-Handed,One-Handed Backhand,1
2307,Mathias Bourgue,26,1991.02.22,185,156.0,108,"Tula, Russia",2008.0,77,97,Right-Handed,Two-Handed Backhand,1
2308,Radu Albot,38,1979.02.28,211,230.0,80,"Zagreb, Croatia",2000.0,346,307,Right-Handed,Two-Handed Backhand,1
2309,Sergiy Stakhovsky,30,1987.09.08,185,181.0,198,"Dneprodzerzhinsk, Ukraine",2006.0,61,83,Right-Handed,Two-Handed Backhand,1
2310,Ernesto Escobedo,34,1983.10.16,178,154.0,29,"Augsburg, Germany",2001.0,423,322,Right-Handed,One-Handed Backhand,1
2311,Renzo Olivo,33,1984.01.20,185,180.0,98,"Bizerte, Tunisia",2003.0,68,94,Right-Handed,Two-Handed Backhand,1
2312,Mikhail Kukushkin,39,1978.11.27,185,167.0,349,"Karvina, Czech Republic",1996.0,384,302,Right-Handed,Two-Handed Backhand,1
2313,Norbert Gombos,32,1985.06.17,178,181.0,103,"Limassol, Cyprus",2003.0,333,255,Right-Handed,Two-Handed Backhand,1
2314,Jared Donaldson,32,1985.08.21,183,190.0,151,"Murcia, Spain",2003.0,397,277,Right-Handed,Two-Handed Backhand,0
2315,Stefan Kozlov,35,1981.12.15,183,169.0,43,"Rome, Italy",2003.0,97,154,Right-Handed,Two-Handed Backhand,1
2316,Dusan Lajovic,32,1984.12.08,196,172.0,125,"Celle, Germany",2002.0,60,93,Right-Handed,Two-Handed Backhand,0
2317,Nicolas Kicker,27,1990.02.27,183,180.0,162,"Rosario, Argentina",2008.0,20,22,Left-Handed,none,2
2318,Lukas Lacko,25,1992.03.27,183,161.0,178,"Uccle, Belgium",2010.0,3,6,Right-Handed,Two-Handed Backhand,1
2319,Miomir Kecmanovic,27,1990.09.19,183,183.0,211,"El Mansoura, Egypt",,4,14,Right-Handed,Two-Handed Backhand,1
2320,Aljaz Bedene,21,1996.05.21,198,194.0,45,"Moscow, Russia",2013.0,43,46,Right-Handed,Two-Handed Backhand,0
2321,Tobias Kamke,22,1995.04.14,0,,1429,,,0,2,none,Two-Handed Backhand,0
2322,Darian King,27,1990.07.13,188,176.0,101,"Vienna, Austria",2007.0,16,28,Left-Handed,Two-Handed Backhand,3
2323,Reilly Opelka,35,1982.01.12,185,163.0,249,"Strasbourg, France",1999.0,276,306,Right-Handed,none,1
2324,Tim Smyczek,34,1983.11.15,185,192.0,35,"Madrid, Spain",2001.0,487,361,Left-Handed,One-Handed Backhand,1
2325,Ruben Bemelmans,27,1990.06.23,193,185.0,109,"Vernon, Canada",2007.0,91,121,Right-Handed,Two-Handed Backhand,1
2326,Tobias Kamke,24,1993.07.10,198,203.0,62,"Pribram, Czech Republic",2009.0,85,102,Left-Handed,Two-Handed Backhand,1
2327,Pierre-Hugues Herbert,27,1990.05.19,0,172.0,476,"Venlo, Netherlands",,0,1,none,Two-Handed Backhand,0
2328,Mikhail Youzhny,32,1985.04.27,188,183.0,66,"Mar del Plata, Argentina",2003.0,80,119,Left-Handed,Two-Handed Backhand,2
2329,Vincent Millot,34,1983.10.05,191,180.0,69,"Bayreuth, Germany",2001.0,241,246,Right-Handed,none,1
2330,Rogerio Dutra Silva,27,1990.06.23,193,185.0,109,"Vernon, Canada",2007.0,91,121,Right-Handed,Two-Handed Backhand,1
2331,Lukas Rosol,25,1992.02.23,185,174.0,59,"Tbilisi, Georgia",2008.0,37,46,Right-Handed,Two-Handed Backhand,2
2332,Frances Tiafoe,39,1978.11.27,185,167.0,349,"Karvina, Czech Republic",1996.0,384,302,Right-Handed,Two-Handed Backhand,1
2333,Teymuraz Gabashvili,26,1991.06.03,0,168.0,311,Madrid,,0,0,none,Two-Handed Backhand,1
2334,Radu Albot,27,1990.05.30,185,180.0,155,"La Spezia, Italy",2008.0,10,16,Left-Handed,Two-Handed Backhand,1
2335,Elias Ymer,26,1991.07.12,188,194.0,140,Sarajevo,2012.0,17,12,Right-Handed,Two-Handed Backhand,1
2336,Renzo Olivo,27,1990.09.19,183,183.0,211,"El Mansoura, Egypt",,4,14,Right-Handed,Two-Handed Backhand,1
2337,Alexander Bublik,31,1986.01.30,173,165.0,191,"Montpellier, France",2007.0,7,21,Left-Handed,Two-Handed Backhand,1
2338,Mikhail Kukushkin,25,1992.02.23,185,174.0,59,"Tbilisi, Georgia",2008.0,37,46,Right-Handed,Two-Handed Backhand,2
2339,Peter Gojowczyk,32,1985.06.04,198,207.0,240,"Castel del Piano, Italy",,5,16,Right-Handed,Two-Handed Backhand,1
2340,Jared Donaldson,39,1978.11.27,185,167.0,349,"Karvina, Czech Republic",1996.0,384,302,Right-Handed,Two-Handed Backhand,1
2341,Yibing Wu,26,1991.09.10,183,176.0,258,"Naples, Italy",2007.0,0,3,Right-Handed,Two-Handed Backhand,1
2342,Nicolas Kicker,26,1991.07.12,188,194.0,140,Sarajevo,2012.0,17,12,Right-Handed,none,1
2343,Andrew Whittington,36,1981.09.10,185,187.0,421,"Basel, Switzerland",2000.0,52,98,Right-Handed,Two-Handed Backhand,1
2344,Lukas Lacko,31,1986.01.30,173,165.0,191,"Montpellier, France",2007.0,7,21,Left-Handed,Two-Handed Backhand,1
2345,Vasil Kirkov,28,1989.05.26,173,152.0,73,"Grottaglie, Italy",2005.0,9,28,Right-Handed,Two-Handed Backhand,2
2346,Tim Smyczek,26,1991.06.03,0,168.0,311,Madrid,,0,0,none,Two-Handed Backhand,1
2347,Santiago Giraldo,27,1990.05.09,185,163.0,72,"Moscow, Russia",2007.0,36,79,Right-Handed,none,1
2348,Ernesto Escobedo,27,1990.09.19,183,183.0,211,"El Mansoura, Egypt",,4,14,Right-Handed,Two-Handed Backhand,1
2349,Denis Kudla,24,1993.01.27,191,168.0,99,"New York, NY, USA",2010.0,18,39,Right-Handed,none,0
2350,Aljaz Bedene,27,1990.05.30,185,180.0,155,"La Spezia, Italy",2008.0,10,16,Left-Handed,Two-Handed Backhand,1
2351,Federico Gaio,23,1994.03.09,0,,1304,,,0,4,none,One-Handed Backhand,0
2352,Dusan Lajovic,27,1990.06.23,193,185.0,109,"Vernon, Canada",2007.0,91,121,Right-Handed,Two-Handed Backhand,1
2353,Grega Zemlja,23,1994.05.27,0,,1645,,,0,5,none,Two-Handed Backhand,0
2354,Sergiy Stakhovsky,34,1983.05.09,193,196.0,25,"Luxembourg City, Luxembourg",2001.0,223,194,Left-Handed,One-Handed Backhand,3
2355,Ernests Gulbis,27,1990.05.23,175,165.0,134,"Birmingham, England",2006.0,34,46,Right-Handed,Two-Handed Backhand,1
2356,Reilly Opelka,34,1983.05.09,193,196.0,25,"Luxembourg City, Luxembourg",2001.0,223,194,Left-Handed,One-Handed Backhand,3
2357,Marius Copil,31,1986.02.10,193,189.0,55,"Belgrade, Serbia",2006.0,282,250,Right-Handed,One-Handed Backhand,1
2358,Mathias Bourgue,27,1990.05.23,175,165.0,134,"Birmingham, England",2006.0,34,46,Right-Handed,Two-Handed Backhand,1
2359,Bjorn Fratangelo,26,1991.02.22,185,156.0,108,"Tula, Russia",2008.0,77,97,Right-Handed,One-Handed Backhand,1
2360,Norbert Gombos,27,1990.05.23,175,165.0,134,"Birmingham, England",2006.0,34,46,Right-Handed,Two-Handed Backhand,1
2361,Quentin Halys,24,1993.09.03,185,180.0,5,"Wiener Neustadt, Austria",2011.0,171,109,Right-Handed,One-Handed Backhand,1
2362,Stefan Kozlov,34,1983.05.09,193,196.0,25,"Luxembourg City, Luxembourg",2001.0,223,194,Left-Handed,Two-Handed Backhand,3
2363,Nicola Kuhn,31,1986.01.01,180,176.0,32,"Concordia, Argentina",2004.0,178,155,Right-Handed,Two-Handed Backhand,2
